473.6836,444.9424,500.9961,448.0299,479.8393,530.7856,506.2184,622.5688,493.6608,621.9954,488.2351,616.7731,445.9001,441.8159,456.1891,537.1581,467.3092,633.7693,452.6399,627.304,445.8304,621.7957,473.6862,444.9206,488.1867,397.4341,481.0285,340.3969,478.5175,318.808,485.769,297.5716,481.0285,340.3969,454.0161,359.7596,430.0588,415.7349,412.9972,452.8867,412.9972,452.8867,423.3808,446.132,402.1603,466.7497,402.1603,466.7497,481.0285,340.3969,508.1344,356.4915,520.3154,413.3183,515.4715,456.4298,515.4715,456.4298,499.2511,448.2281,515.0607,479.1209,515.0607,479.1209
473.6876,444.9526,500.9847,448.0307,479.8167,530.7855,506.2182,622.5726,493.6592,621.9958,488.2309,616.7766,445.9169,441.8352,456.1986,537.1632,467.3081,633.7672,452.6401,627.2964,445.8307,621.79,473.6902,444.9308,488.242,397.4321,481.0337,340.3974,478.5236,318.8074,485.8106,297.5687,481.0337,340.3974,454.0661,359.8098,430.0514,415.8347,413.1565,452.8593,413.1565,452.8593,424.065,446.2791,402.5009,466.6614,402.5009,466.6614,481.0337,340.3974,508.162,356.4557,520.4719,413.2925,514.9991,456.2006,514.9991,456.2006,498.6736,447.8242,514.2874,478.6892,514.2874,478.6892
473.6931,444.9663,500.9775,448.0403,479.7976,530.7957,506.2265,622.5868,493.6538,621.999,488.2201,616.776,445.9331,441.8528,456.2111,537.167,467.3037,633.7643,452.647,627.2883,445.839,621.7696,473.6957,444.9445,488.3026,397.4247,481.0272,340.3975,478.5243,318.809,485.8487,297.5587,481.0272,340.3975,454.0952,359.8354,430.0582,415.9545,413.2412,453.0133,413.2412,453.0133,424.5638,446.633,402.7292,466.8169,402.7292,466.8169,481.0272,340.3975,508.1775,356.4026,520.6623,413.2636,514.7042,456.0592,514.7042,456.0592,498.3504,447.4883,513.7126,478.3876,513.7126,478.3876
473.7039,444.9854,500.9819,448.0659,479.7655,530.8015,506.2534,622.5867,493.6528,622.0079,488.2076,616.787,445.949,441.8651,456.2139,537.1651,467.2899,633.7579,452.6438,627.2746,445.8387,621.7473,473.7066,444.9636,488.343,397.401,481.0038,340.3848,478.4926,318.8042,485.8706,297.541,481.0038,340.3848,454.1219,359.8661,430.0979,416.1251,413.2484,453.342,413.2484,453.342,424.7932,447.1462,402.8391,467.2458,402.8391,467.2458,481.0038,340.3848,508.1904,356.304,520.8546,413.2008,514.5616,455.9726,514.5616,455.9726,498.175,447.2817,513.3622,478.2127,513.3622,478.2127
473.7261,445.0067,501.0016,448.0924,479.7466,530.8076,506.2579,622.5981,493.6506,622.0058,488.2015,616.7893,445.9727,441.881,456.2256,537.1706,467.2687,633.7595,452.6443,627.2641,445.8453,621.7183,473.7287,444.9849,488.3908,397.3646,480.9726,340.3668,478.4669,318.7948,485.8894,297.5192,480.9726,340.3668,454.145,359.8975,430.1791,416.3383,413.1861,453.8853,413.1861,453.8853,424.6257,447.692,402.833,467.9629,402.833,467.9629,480.9726,340.3668,508.1943,356.2043,521.096,413.1392,514.6009,455.978,514.6009,455.978,498.1767,447.2362,513.259,478.2043,513.259,478.2043
473.7435,445.0341,501.0157,448.1303,479.7272,530.8261,506.2652,622.6196,493.6524,622.0107,488.1998,616.7852,445.9927,441.8976,456.2218,537.1725,467.253,633.7598,452.647,627.258,445.8523,621.6941,473.7461,445.0122,488.4355,397.3368,480.9083,340.3622,478.4445,318.7926,485.9044,297.5062,480.9083,340.3622,454.1374,359.9415,430.3229,416.6169,413.0742,454.6573,413.0742,454.6573,424.2328,448.5614,402.6089,468.9403,402.6089,468.9403,480.9083,340.3622,508.1643,356.1239,521.3167,413.0975,514.8077,456.0777,514.8077,456.0777,498.3536,447.3663,513.3915,478.4019,513.3915,478.4019
473.7693,445.0582,501.0445,448.1624,479.6999,530.8358,506.2612,622.6321,493.6445,622.0099,488.1904,616.7872,446.0156,441.9135,456.2267,537.1879,467.2353,633.7698,452.6425,627.2531,445.8506,621.6688,473.772,445.0363,488.473,397.3127,480.8302,340.3621,478.4155,318.794,485.9018,297.4967,480.8302,340.3621,454.1266,359.9966,430.4843,416.9214,412.9186,455.6348,412.9186,455.6348,423.5392,449.5056,402.3358,470.1927,402.3358,470.1927,480.8302,340.3621,508.1118,356.0558,521.5493,413.0758,515.1791,456.2827,515.1791,456.2827,498.6549,447.6819,513.7703,478.7408,513.7703,478.7408
473.7896,445.091,501.0653,448.2009,479.6804,530.8364,506.2528,622.6365,493.647,622.002,488.1926,616.7791,446.0349,441.9405,456.2215,537.2054,467.2269,633.7825,452.6436,627.2488,445.8532,621.6523,473.7922,445.0692,488.5009,397.2979,480.7381,340.3674,478.3901,318.794,485.8918,297.493,480.7381,340.3674,454.1007,360.0517,430.67,417.244,412.756,456.785,412.756,456.785,422.4926,450.5155,402.0199,471.6967,402.0199,471.6967,480.7381,340.3674,508.0259,356.0337,521.8312,413.0963,515.7096,456.6095,515.7096,456.6095,499.1168,448.1509,514.3681,479.2198,514.3681,479.2198
473.7902,445.1253,501.0389,448.2129,479.6623,530.8486,506.2494,622.6495,493.6508,621.999,488.196,616.7786,446.0584,441.997,456.2195,537.2437,467.2221,633.8137,452.6474,627.2498,445.8589,621.6437,473.7928,445.1034,488.5353,397.2953,480.6413,340.3837,478.3453,318.8014,485.8701,297.5062,480.6413,340.3837,454.0565,360.0908,430.9087,417.5759,412.6717,458.0784,412.6717,458.0784,421.7209,452.0388,401.7188,473.3644,401.7188,473.3644,480.6413,340.3837,507.9322,356.0362,522.1373,413.1352,516.3419,456.9922,516.3419,456.9922,499.7109,448.7851,515.2369,479.8586,515.2369,479.8586
473.8271,445.1742,501.0703,448.2528,479.6358,530.8466,506.2496,622.6476,493.6362,621.9944,488.177,616.765,446.0996,442.0548,456.2146,537.2889,467.201,633.8526,452.6434,627.2562,445.8608,621.6354,473.8297,445.1523,488.5562,397.1904,480.5272,340.34,478.2863,318.79,485.8358,297.519,480.5272,340.34,454.0244,360.1069,431.1633,417.8786,412.5783,459.4897,412.5783,459.4897,421.0502,453.8173,401.4892,475.2042,401.4892,475.2042,480.5272,340.34,507.7912,356.0295,522.3464,413.1777,517.1091,457.406,517.1091,457.406,500.481,449.4916,516.2922,480.5992,516.2922,480.5992
473.8538,445.1465,501.1273,448.2247,479.6436,530.8234,506.2268,622.6418,493.6408,621.9783,488.1857,616.7446,446.0995,442.0282,456.1887,537.295,467.1686,633.8539,452.6397,627.2502,445.8652,621.6231,473.8564,445.1247,488.5395,397.1667,480.409,340.3223,478.2233,318.7755,485.7989,297.5299,480.409,340.3223,453.9603,360.0945,431.4563,418.1729,412.568,460.9417,412.568,460.9417,420.3824,455.7562,401.3282,477.1204,401.3282,477.1204,480.409,340.3223,507.6713,355.9987,522.5555,413.212,518.0403,457.9287,518.0403,457.9287,501.3703,450.3422,517.5396,481.4201,517.5396,481.4201
